timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1646487646278,316,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,316,0,0
1646487646346,274,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,274,0,0
1646487646365,267,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487646396,267,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487646405,282,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,282,0,0
1646487646556,281,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,281,0,0
1646487646565,272,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487646586,275,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487646594,278,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,278,0,0
1646487646594,279,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,279,0,0
1646487646591,284,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,284,0,0
1646487646620,271,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487646632,276,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,276,0,0
1646487646663,282,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,282,0,0
1646487646687,268,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487646837,273,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487646837,279,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,279,0,0
1646487646861,274,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,274,0,0
1646487646872,270,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,270,0,0
1646487646875,274,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,274,0,0
1646487646873,278,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487646891,275,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487646908,278,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487646945,276,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487646955,271,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487647110,273,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,273,0,0
1646487647116,273,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487647135,275,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487647142,275,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487647149,274,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,274,0,0
1646487647151,273,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487647166,277,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487647186,274,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,274,0,0
1646487647221,268,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487647226,278,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487647383,269,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,269,0,0
1646487647389,272,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487647410,267,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487647417,272,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487647424,270,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,270,0,0
1646487647423,278,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487647444,274,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,274,0,0
1646487647460,265,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,265,0,0
1646487647489,274,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,274,0,0
1646487647504,269,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,269,0,0
1646487647652,269,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,269,0,0
1646487647661,281,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,281,0,0
1646487647689,268,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,268,0,0
1646487647677,281,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,281,0,0
1646487647694,278,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487647701,275,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,274,0,0
1646487647763,278,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487647773,272,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487647921,271,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487647942,267,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487647957,279,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,279,0,0
1646487647958,278,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487647972,268,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487647976,268,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,268,0,0
1646487647718,568,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,568,0,0
1646487647725,587,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,587,0,0
1646487648041,271,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,271,0,0
1646487648045,275,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487648192,281,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,281,0,0
1646487648209,273,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487648236,272,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487648236,273,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487648244,268,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,268,0,0
1646487648240,276,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487648286,284,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,284,0,0
1646487648312,273,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487648320,276,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,276,0,0
1646487648512,270,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487648509,277,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487648508,279,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,279,0,0
1646487648482,310,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,307,0,0
1646487648516,277,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,277,0,0
1646487648585,299,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,299,0,0
1646487648596,290,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,290,0,0
1646487648473,601,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,601,0,0
1646487648792,284,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,284,0,0
1646487648786,290,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,290,0,0
1646487648787,289,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,289,0,0
1646487648793,284,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,284,0,0
1646487648782,296,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,296,0,0
1646487648570,580,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,580,0,0
1646487648884,276,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487648886,285,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,285,0,0
1646487648312,868,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,867,0,0
1646487649076,262,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,262,0,0
1646487649077,280,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,280,0,0
1646487649076,282,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,282,0,0
1646487649078,280,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,280,0,0
1646487649074,284,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,284,0,0
1646487649076,284,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,284,0,0
1646487649150,274,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,274,0,0
1646487649160,267,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487649171,283,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,283,0,0
1646487649180,290,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,290,0,0
1646487649339,276,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487649358,272,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487649357,278,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487649358,278,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,278,0,0
1646487649358,278,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,278,0,0
1646487649424,275,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487649427,277,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487649454,263,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,263,0,0
1646487649470,267,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487649615,273,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487649636,277,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487649630,287,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,287,0,0
1646487649635,282,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,282,0,0
1646487649636,287,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,287,0,0
1646487649360,582,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,582,0,0
1646487649699,271,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487649704,276,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487649718,275,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487649737,272,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487649888,265,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,265,0,0
1646487649913,269,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,269,0,0
1646487649917,269,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,268,0,0
1646487649917,269,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,269,0,0
1646487649923,271,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,271,0,0
1646487649942,277,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,277,0,0
1646487649970,279,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,279,0,0
1646487649980,272,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487649993,273,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487650009,281,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,281,0,0
1646487650153,271,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487650182,270,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487650186,270,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487650186,275,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487650194,277,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487650219,280,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,280,0,0
1646487650249,272,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487650253,280,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,280,0,0
1646487650266,267,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,267,0,0
1646487650290,275,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487650424,275,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487650452,275,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,274,0,0
1646487650457,271,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487650461,283,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,283,0,0
1646487650471,276,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487650499,279,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,279,0,0
1646487650566,273,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487650533,308,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,308,0,0
